"sideid","mapid","layer","country","cowcode","groupname","marker","year","dhs.round","dhs.subround","sample.size","fit.comb","tps.g.fit","tps.par.knn","tps.par.sphkm","tps.par.knncut","tps.par.unsurv","tps.fit","knn.g.fit","knn.par.knn","knn.par.sphkm","knn.par.weights","knn.par.unsurv","knn.par.knncut","knn.fit"
"side_v1_196_61",196,61,"Nigeria",475,"urhobo.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.01102987583467,120,700908,9,1360,0.390761545892757,1.00986739625636,73,599276,5481,368,195,0.372186760149203
"side_v1_196_62",196,62,"Nigeria",475,"yoruba.christianity","ethnic.religion",2010,6,1,114,0.363119004944014,0.329411521929968,120,700908,9,1360,0.390761545892757,0.290295988817352,73,599276,5481,368,195,0.372186760149203
"side_v1_196_63",196,63,"Nigeria",475,"yoruba.islam","ethnic.religion",2010,6,1,114,0.363119004944014,0.432675486571823,120,700908,9,1360,0.390761545892757,0.34542260046784,73,599276,5481,368,195,0.372186760149203
"side_v1_196_64",196,64,"Nigeria",475,"yoruba.mixed","ethnic.religion",2010,6,1,114,0.363119004944014,1.01394745865577,120,700908,9,1360,0.390761545892757,1.01059951920787,73,599276,5481,368,195,0.372186760149203
"side_v1_120_1",120,1,"Lesotho",570,"anglican church","religion",2010,6,1,114,0.0950981507371629,0.977012378575532,368,78635,5,1524,0.097629184963701,0.97784377464766,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_2",120,2,"Lesotho",570,"lesotho evangelical church","religion",2010,6,1,114,0.0950981507371629,0.959594743955326,368,78635,5,1524,0.097629184963701,0.943443437968364,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_3",120,3,"Lesotho",570,"methodist","religion",2010,6,1,114,0.0950981507371629,1.02481563974546,368,78635,5,1524,0.097629184963701,1.00320443429501,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_4",120,4,"Lesotho",570,"none","religion",2010,6,1,114,0.0950981507371629,0.792739564839959,368,78635,5,1524,0.097629184963701,0.750565185035987,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_5",120,5,"Lesotho",570,"other","religion",2010,6,1,114,0.0950981507371629,1.01593748701913,368,78635,5,1524,0.097629184963701,1.01399875581317,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_6",120,6,"Lesotho",570,"other christian","religion",2010,6,1,114,0.0950981507371629,1.05002522750142,368,78635,5,1524,0.097629184963701,0.646878234609915,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_7",120,7,"Lesotho",570,"pentecostal","religion",2010,6,1,114,0.0950981507371629,0.682582240916378,368,78635,5,1524,0.097629184963701,0.668261251787858,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_8",120,8,"Lesotho",570,"roman catholic church","religion",2010,6,1,114,0.0950981507371629,0.787978279037145,368,78635,5,1524,0.097629184963701,0.78227557545152,31,15387,8617,1787,323,0.0951013635677967
"side_v1_120_9",120,9,"Lesotho",570,"seventh day adventist","religion",2010,6,1,114,0.0950981507371629,0.955615655721262,368,78635,5,1524,0.097629184963701,0.97777718782273,31,15387,8617,1787,323,0.0951013635677967
"side_v1_122_1",122,1,"Liberia",450,"catholic","religion",1986,0,1,114,0.111948922089274,1.00314209075019,120,220091,47,741,0.120694370619635,0.990658084154724,17,20492,2846,831,74,0.108666807001454
"side_v1_122_2",122,2,"Liberia",450,"muslim","religion",1986,0,1,114,0.111948922089274,0.680228166760308,120,220091,47,741,0.120694370619635,0.634850610755199,17,20492,2846,831,74,0.108666807001454
"side_v1_122_3",122,3,"Liberia",450,"none","religion",1986,0,1,114,0.111948922089274,0.95448807331573,120,220091,47,741,0.120694370619635,0.930026346478996,17,20492,2846,831,74,0.108666807001454
"side_v1_122_4",122,4,"Liberia",450,"other","religion",1986,0,1,114,0.111948922089274,0.890204545515872,120,220091,47,741,0.120694370619635,0.705986438651404,17,20492,2846,831,74,0.108666807001454
"side_v1_122_5",122,5,"Liberia",450,"protestant","religion",1986,0,1,114,0.111948922089274,0.661126039995325,120,220091,47,741,0.120694370619635,0.568550664314351,17,20492,2846,831,74,0.108666807001454
"side_v1_122_6",122,6,"Liberia",450,"traditional","religion",1986,0,1,114,0.111948922089274,1.01363804404621,120,220091,47,741,0.120694370619635,1.03123765540703,17,20492,2846,831,74,0.108666807001454
"side_v1_123_1",123,1,"Liberia",450,"bassa.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.990351047013882,22,57455,119,981,0.180674087953973,0.992968253078349,13,37415,6866,116,96,0.168996149605145
"side_v1_123_2",123,2,"Liberia",450,"bassa.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,1.01900897214071,22,57455,119,981,0.180674087953973,1.03850173110795,13,37415,6866,116,96,0.168996149605145
"side_v1_123_3",123,3,"Liberia",450,"bassa.none","ethnic.religion",1986,0,1,114,0.166601253658258,0.815767841308506,22,57455,119,981,0.180674087953973,0.852479676903833,13,37415,6866,116,96,0.168996149605145
"side_v1_123_4",123,4,"Liberia",450,"bassa.other","ethnic.religion",1986,0,1,114,0.166601253658258,0.76900286666581,22,57455,119,981,0.180674087953973,0.388674710165637,13,37415,6866,116,96,0.168996149605145
"side_v1_123_5",123,5,"Liberia",450,"bassa.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.863250266892937,22,57455,119,981,0.180674087953973,0.591023976226136,13,37415,6866,116,96,0.168996149605145
"side_v1_123_6",123,6,"Liberia",450,"gbandi.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.912029869768605,22,57455,119,981,0.180674087953973,1.15932914508537,13,37415,6866,116,96,0.168996149605145
"side_v1_123_7",123,7,"Liberia",450,"gio.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.964280212215528,22,57455,119,981,0.180674087953973,0.833733729853776,13,37415,6866,116,96,0.168996149605145
"side_v1_123_8",123,8,"Liberia",450,"gio.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,1.03978867728206,22,57455,119,981,0.180674087953973,1.07975826353272,13,37415,6866,116,96,0.168996149605145
"side_v1_123_9",123,9,"Liberia",450,"gio.none","ethnic.religion",1986,0,1,114,0.166601253658258,0.74287234785453,22,57455,119,981,0.180674087953973,0.543067893225002,13,37415,6866,116,96,0.168996149605145
"side_v1_123_10",123,10,"Liberia",450,"gio.other","ethnic.religion",1986,0,1,114,0.166601253658258,0.819746018040143,22,57455,119,981,0.180674087953973,0.57120744565892,13,37415,6866,116,96,0.168996149605145
"side_v1_123_11",123,11,"Liberia",450,"gio.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.644818530939339,22,57455,119,981,0.180674087953973,0.416148436084933,13,37415,6866,116,96,0.168996149605145
"side_v1_123_12",123,12,"Liberia",450,"gola.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.632405322486952,22,57455,119,981,0.180674087953973,0.678674354753521,13,37415,6866,116,96,0.168996149605145
"side_v1_123_13",123,13,"Liberia",450,"grebo.catholic","ethnic.religion",1986,0,1,114,0.166601253658258,1.04438959852294,22,57455,119,981,0.180674087953973,1.04459110207131,13,37415,6866,116,96,0.168996149605145
"side_v1_123_14",123,14,"Liberia",450,"grebo.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.994945552890536,22,57455,119,981,0.180674087953973,1.01186963977526,13,37415,6866,116,96,0.168996149605145
"side_v1_123_15",123,15,"Liberia",450,"grebo.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,1.05774212149722,22,57455,119,981,0.180674087953973,1.05363993937803,13,37415,6866,116,96,0.168996149605145
"side_v1_123_16",123,16,"Liberia",450,"grebo.none","ethnic.religion",1986,0,1,114,0.166601253658258,0.972976178438267,22,57455,119,981,0.180674087953973,0.963070082987453,13,37415,6866,116,96,0.168996149605145
"side_v1_123_17",123,17,"Liberia",450,"grebo.other","ethnic.religion",1986,0,1,114,0.166601253658258,0.986028985627812,22,57455,119,981,0.180674087953973,0.997712498147313,13,37415,6866,116,96,0.168996149605145
"side_v1_123_18",123,18,"Liberia",450,"grebo.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.214905554845329,22,57455,119,981,0.180674087953973,0.284424857844211,13,37415,6866,116,96,0.168996149605145
"side_v1_123_19",123,19,"Liberia",450,"kissi.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.775981860031605,22,57455,119,981,0.180674087953973,0.916937563098231,13,37415,6866,116,96,0.168996149605145
"side_v1_123_20",123,20,"Liberia",450,"kpelle.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.988260230125228,22,57455,119,981,0.180674087953973,0.916803215839283,13,37415,6866,116,96,0.168996149605145
"side_v1_123_21",123,21,"Liberia",450,"kpelle.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,0.99901483628998,22,57455,119,981,0.180674087953973,0.99219358401308,13,37415,6866,116,96,0.168996149605145
"side_v1_123_22",123,22,"Liberia",450,"kpelle.none","ethnic.religion",1986,0,1,114,0.166601253658258,0.936849754472123,22,57455,119,981,0.180674087953973,0.924976116509861,13,37415,6866,116,96,0.168996149605145
"side_v1_123_23",123,23,"Liberia",450,"kpelle.other","ethnic.religion",1986,0,1,114,0.166601253658258,0.836502874515906,22,57455,119,981,0.180674087953973,0.722320313142507,13,37415,6866,116,96,0.168996149605145
"side_v1_123_24",123,24,"Liberia",450,"kpelle.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.419538558284763,22,57455,119,981,0.180674087953973,0.38412766926951,13,37415,6866,116,96,0.168996149605145
"side_v1_123_25",123,25,"Liberia",450,"krahn.catholic","ethnic.religion",1986,0,1,114,0.166601253658258,0.881684842891633,22,57455,119,981,0.180674087953973,0.558481944664133,13,37415,6866,116,96,0.168996149605145
"side_v1_123_26",123,26,"Liberia",450,"krahn.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.931917886079459,22,57455,119,981,0.180674087953973,0.874305638194577,13,37415,6866,116,96,0.168996149605145
"side_v1_123_27",123,27,"Liberia",450,"krahn.none","ethnic.religion",1986,0,1,114,0.166601253658258,0.46566042423835,22,57455,119,981,0.180674087953973,0.421917610586833,13,37415,6866,116,96,0.168996149605145
"side_v1_123_28",123,28,"Liberia",450,"krahn.other","ethnic.religion",1986,0,1,114,0.166601253658258,0.50291066643041,22,57455,119,981,0.180674087953973,0.346725980572907,13,37415,6866,116,96,0.168996149605145
"side_v1_123_29",123,29,"Liberia",450,"krahn.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.29617244429692,22,57455,119,981,0.180674087953973,0.224769182636779,13,37415,6866,116,96,0.168996149605145
"side_v1_123_30",123,30,"Liberia",450,"kru/sapo.catholic","ethnic.religion",1986,0,1,114,0.166601253658258,0.963302550226648,22,57455,119,981,0.180674087953973,0.955902308726922,13,37415,6866,116,96,0.168996149605145
"side_v1_123_31",123,31,"Liberia",450,"kru/sapo.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.889101246345468,22,57455,119,981,0.180674087953973,1.06994961740688,13,37415,6866,116,96,0.168996149605145
"side_v1_123_32",123,32,"Liberia",450,"kru/sapo.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,1.0359912668987,22,57455,119,981,0.180674087953973,1.07182030399713,13,37415,6866,116,96,0.168996149605145
"side_v1_123_33",123,33,"Liberia",450,"kru/sapo.none","ethnic.religion",1986,0,1,114,0.166601253658258,0.579171698259774,22,57455,119,981,0.180674087953973,0.585460312001153,13,37415,6866,116,96,0.168996149605145
"side_v1_123_34",123,34,"Liberia",450,"kru/sapo.other","ethnic.religion",1986,0,1,114,0.166601253658258,1.02043290348989,22,57455,119,981,0.180674087953973,1.1574040805156,13,37415,6866,116,96,0.168996149605145
"side_v1_123_35",123,35,"Liberia",450,"kru/sapo.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.228689473309533,22,57455,119,981,0.180674087953973,0.223719200052631,13,37415,6866,116,96,0.168996149605145
"side_v1_123_36",123,36,"Liberia",450,"lorma.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.492721668670887,22,57455,119,981,0.180674087953973,0.344130322616928,13,37415,6866,116,96,0.168996149605145
"side_v1_123_37",123,37,"Liberia",450,"mande.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.951100530878434,22,57455,119,981,0.180674087953973,0.933879225647626,13,37415,6866,116,96,0.168996149605145
"side_v1_123_38",123,38,"Liberia",450,"mande.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,3.24304056906542,22,57455,119,981,0.180674087953973,1.57317924117603,13,37415,6866,116,96,0.168996149605145
"side_v1_123_39",123,39,"Liberia",450,"mandingo.catholic","ethnic.religion",1986,0,1,114,0.166601253658258,1.02275058694223,22,57455,119,981,0.180674087953973,1.06838334013731,13,37415,6866,116,96,0.168996149605145
"side_v1_123_40",123,40,"Liberia",450,"mandingo.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,Inf,22,57455,119,981,0.180674087953973,Inf,13,37415,6866,116,96,0.168996149605145
"side_v1_123_41",123,41,"Liberia",450,"mandingo.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,1.02204453855908,22,57455,119,981,0.180674087953973,1.00714460439258,13,37415,6866,116,96,0.168996149605145
"side_v1_123_42",123,42,"Liberia",450,"mandingo.none","ethnic.religion",1986,0,1,114,0.166601253658258,1.02073476477892,22,57455,119,981,0.180674087953973,1.12087538295625,13,37415,6866,116,96,0.168996149605145
"side_v1_123_43",123,43,"Liberia",450,"mandingo.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,1.01110226947031,22,57455,119,981,0.180674087953973,1.01128716522958,13,37415,6866,116,96,0.168996149605145
"side_v1_123_44",123,44,"Liberia",450,"mano.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,1.24784016046699,22,57455,119,981,0.180674087953973,3.17803795865317,13,37415,6866,116,96,0.168996149605145
"side_v1_123_45",123,45,"Liberia",450,"mano.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,1.02087071365069,22,57455,119,981,0.180674087953973,1.04165590218429,13,37415,6866,116,96,0.168996149605145
"side_v1_123_46",123,46,"Liberia",450,"mano.none","ethnic.religion",1986,0,1,114,0.166601253658258,0.850102607893292,22,57455,119,981,0.180674087953973,0.815869393932526,13,37415,6866,116,96,0.168996149605145
"side_v1_123_47",123,47,"Liberia",450,"mano.other","ethnic.religion",1986,0,1,114,0.166601253658258,0.929061796042708,22,57455,119,981,0.180674087953973,0.874140477345041,13,37415,6866,116,96,0.168996149605145
"side_v1_123_48",123,48,"Liberia",450,"mano.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.886321560169734,22,57455,119,981,0.180674087953973,0.748175799878527,13,37415,6866,116,96,0.168996149605145
"side_v1_123_49",123,49,"Liberia",450,"other.catholic","ethnic.religion",1986,0,1,114,0.166601253658258,0.978308843797503,22,57455,119,981,0.180674087953973,1.0021056824591,13,37415,6866,116,96,0.168996149605145
"side_v1_123_50",123,50,"Liberia",450,"other.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,1.03562183036927,22,57455,119,981,0.180674087953973,1.06638487663516,13,37415,6866,116,96,0.168996149605145
"side_v1_123_51",123,51,"Liberia",450,"other.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,0.956277042137048,22,57455,119,981,0.180674087953973,1.0436570325309,13,37415,6866,116,96,0.168996149605145
"side_v1_123_52",123,52,"Liberia",450,"other.none","ethnic.religion",1986,0,1,114,0.166601253658258,1.02050826099339,22,57455,119,981,0.180674087953973,1.03041061065182,13,37415,6866,116,96,0.168996149605145
"side_v1_123_53",123,53,"Liberia",450,"other.other","ethnic.religion",1986,0,1,114,0.166601253658258,1.01075402684509,22,57455,119,981,0.180674087953973,1.03033362038809,13,37415,6866,116,96,0.168996149605145
"side_v1_123_54",123,54,"Liberia",450,"other.protestant","ethnic.religion",1986,0,1,114,0.166601253658258,0.909468888854033,22,57455,119,981,0.180674087953973,0.914495995413536,13,37415,6866,116,96,0.168996149605145
"side_v1_123_55",123,55,"Liberia",450,"vai.mixed","ethnic.religion",1986,0,1,114,0.166601253658258,0.836393510471658,22,57455,119,981,0.180674087953973,0.836960486688027,13,37415,6866,116,96,0.168996149605145
"side_v1_123_56",123,56,"Liberia",450,"vai.muslim","ethnic.religion",1986,0,1,114,0.166601253658258,1.50859569557857,22,57455,119,981,0.180674087953973,0.839772842603621,13,37415,6866,116,96,0.168996149605145
"side_v1_124_1",124,1,"Liberia",450,"christian","religion",2007,5,1,114,0.0400369375051521,1.00091488027749,44,168727,240,6196,0.0456567176310543,0.796578488575371,180,228798,12157,3188,88,0.0369407985064701
"side_v1_124_2",124,2,"Liberia",450,"muslim","religion",2007,5,1,114,0.0400369375051521,1.00210089372447,44,168727,240,6196,0.0456567176310543,0.805972467850082,180,228798,12157,3188,88,0.0369407985064701
"side_v1_124_3",124,3,"Liberia",450,"no religion","religion",2007,5,1,114,0.0400369375051521,0.810059710324433,44,168727,240,6196,0.0456567176310543,0.609807815378641,180,228798,12157,3188,88,0.0369407985064701
"side_v1_124_4",124,4,"Liberia",450,"other","religion",2007,5,1,114,0.0400369375051521,1.010834781063,44,168727,240,6196,0.0456567176310543,1.05743536596558,180,228798,12157,3188,88,0.0369407985064701
"side_v1_124_5",124,5,"Liberia",450,"traditional religion","religion",2007,5,1,114,0.0400369375051521,0.878368916769806,44,168727,240,6196,0.0456567176310543,0.854216116254899,180,228798,12157,3188,88,0.0369407985064701
"side_v1_126_1",126,1,"Liberia",450,"christian","religion",2009,5,2,114,0.0464032588900427,0.415500717752014,99,6958,18,7259,0.0463821856486714,NA,9,36296,1166,4001,109,NA
"side_v1_126_2",126,2,"Liberia",450,"muslim","religion",2009,5,2,114,0.0464032588900427,0.371441060061732,99,6958,18,7259,0.0463821856486714,NA,9,36296,1166,4001,109,NA
"side_v1_126_3",126,3,"Liberia",450,"no religion","religion",2009,5,2,114,0.0464032588900427,0.686687083033264,99,6958,18,7259,0.0463821856486714,NA,9,36296,1166,4001,109,NA
"side_v1_126_4",126,4,"Liberia",450,"other","religion",2009,5,2,114,0.0464032588900427,Inf,99,6958,18,7259,0.0463821856486714,NA,9,36296,1166,4001,109,NA
"side_v1_126_5",126,5,"Liberia",450,"traditional religion","religion",2009,5,2,114,0.0464032588900427,1.05816085162207,99,6958,18,7259,0.0463821856486714,17.2178770896705,9,36296,1166,4001,109,NA
"side_v1_127_1",127,1,"Liberia",450,"bassa.christian","ethnic.religion",2009,5,2,114,0.158209547677178,0.238412358213595,42,287276,54,1624,0.166849353039538,0.25171643945562,14,9708,7659,254,15,0.162255692658104
"side_v1_127_2",127,2,"Liberia",450,"bassa.mixed","ethnic.religion",2009,5,2,114,0.158209547677178,0.91395153073472,42,287276,54,1624,0.166849353039538,0.880788969009869,14,9708,7659,254,15,0.162255692658104
"side_v1_127_3",127,3,"Liberia",450,"gbandi.mixed","ethnic.religion",2009,5,2,114,0.158209547677178,1.0466492092904,42,287276,54,1624,0.166849353039538,1.19393507166261,14,9708,7659,254,15,0.162255692658104
"side_v1_127_4",127,4,"Liberia",450,"gio.christian","ethnic.religion",2009,5,2,114,0.158209547677178,0.720872344825706,42,287276,54,1624,0.166849353039538,0.430149121057428,14,9708,7659,254,15,0.162255692658104
